Handle,geometry,divide and conquer,interactive,bitmasks,string suffix structures,dp,hashing,brute force,binary search,number theory,graphs,dfs and similar,combinatorics,expression parsing,fft,schedules,trees,implementation,2-sat,chinese remainder theorem,matrices,strings,meet-in-the-middle,shortest paths,ternary search,*special,sortings,probabilities,data structures,graph matchings,games,flows,greedy,constructive algorithms,dsu,math,two pointers
Prashant.k,33700,42800,37800,123400,29700,564900,47500,400800,266300,224000,214500,194200,119500,1600,2000,3700,150800,499700,3900,2000,8900,151400,1500,59300,16600,4800,230100,70000,379500,14100,29300,21900,715100,405800,62700,682900,188500
Anshumann,9300,11400,10300,42500,5300,228600,15600,163500,135900,66800,106300,91300,43600,0,0,0,72300,165300,3400,0,0,49200,1700,32700,11500,0,152500,5300,147600,6500,10300,5400,419400,199800,31400,256600,94700
EJam,14900,4700,11800,31000,0,112200,6300,117600,55100,54600,71600,39300,18800,0,0,1700,24700,122300,3900,0,1700,33700,0,34800,4900,0,72000,8500,67200,5200,15300,1800,204500,104900,7200,182600,33200
ARINOOR,24700,31800,26000,82200,6400,397500,43700,227200,211400,110400,233800,224700,69900,1400,0,2000,161900,350700,9300,0,9200,104700,3500,93100,5900,17700,214800,16700,398900,12300,21200,8700,440300,221900,88900,351900,111300
pranay_garg,18600,25200,12400,69600,7000,345400,19900,301100,197400,127700,134300,120200,73700,2400,2000,2000,67500,456900,7300,5200,4800,124200,4800,41200,10900,1100,199800,7000,210300,4900,21500,8500,616500,291600,41800,484500,125900
Rudraksh,12600,18600,11300,37000,13100,258100,17100,142600,79500,59500,74900,71800,36900,0,1900,1700,64300,179400,5300,0,5500,78100,0,27200,4000,2600,117200,2300,166800,5000,15500,13600,328400,164000,24200,245500,61600
Fearless_cod,4400,8000,12100,19400,3400,84400,6700,64900,43400,33800,21100,25700,30600,0,4400,0,27600,67000,1900,0,2300,21700,2100,5100,1300,0,42200,1900,51800,0,2100,1600,111000,63500,10600,112200,19500
angryman98,0,1200,6100,6100,0,13600,1200,22800,20800,10300,9900,7400,7400,0,4400,0,5400,11900,0,0,0,4800,0,4200,0,0,10800,0,11600,0,0,0,21000,17300,2600,34900,1800
qqx,0,0,1700,3700,0,21100,2300,27500,12500,16000,15000,10100,6700,0,0,0,1600,25700,1900,0,1600,5100,2100,0,1700,0,19000,0,13200,0,800,0,36600,21800,3700,37400,3800
dyyyyyyyy,11800,10400,13100,39600,21500,123900,22900,141100,101000,53800,54200,48000,34100,0,0,0,30200,186700,3400,0,3100,70300,1400,21700,8500,3000,84400,5000,87600,1900,12300,3700,275000,171900,16600,249200,48600
bobz,1500,0,0,2400,0,11200,1200,29600,10400,13100,5800,6000,9700,0,0,0,2100,40200,3800,0,0,17800,0,0,1300,0,15600,1300,1200,800,1700,800,33100,18200,2600,51500,2900
coloredrabbit,1700,1900,1300,12400,0,70700,9000,55400,33300,30500,86900,91000,7400,0,7100,0,50800,120600,0,4600,0,22800,3400,20700,0,1200,59900,2800,42100,4200,5500,21100,143200,55700,31800,92000,19600
east1016,13200,7000,10700,23700,0,108700,6400,101600,75900,40500,54900,45500,37000,0,2300,0,23100,129000,3400,0,4300,30800,0,19200,5800,1200,96700,5900,87700,2100,8300,5800,188300,128200,7100,198900,43300
AshrafEzz,8700,6900,1600,27000,3300,155000,8800,123400,64200,51200,54600,50600,17800,0,0,2000,48200,163600,3400,0,8200,51900,0,16200,5400,0,115400,1500,87300,6000,17000,5900,263600,115700,10200,205000,42000
magdy.hasan,56500,39200,9000,108600,9800,361100,35500,349200,227200,133100,203000,183800,97500,4100,3900,3700,130600,677900,6100,4200,18000,160900,9900,50100,23100,15300,258500,36900,352900,7600,32400,16100,570500,246400,84400,456700,90400
knightron00,8100,11300,7700,42000,2100,241700,5400,156200,95100,76500,79500,72100,54100,1400,2000,3700,39000,286200,5400,3000,1500,103900,1400,25200,3200,2800,127400,1500,140900,2900,15700,3800,395000,163900,17400,350900,64800
smzzl,8300,2300,7700,4900,2600,60200,4300,52300,50700,34000,33600,21000,32400,0,8000,0,11500,66700,1900,2600,0,14300,2600,13600,3800,0,51700,0,53300,0,15100,5800,84500,60100,6100,98200,16700
Aman_j1,32800,33900,5500,158300,26400,706000,71100,608400,350500,252300,418800,372200,138700,1400,2000,7700,229800,1054500,7300,3000,11700,325900,8900,167100,8600,14500,518200,18900,517400,10300,38200,18400,1220000,511100,121600,946800,225700
A_Killer,16000,19900,21900,55000,0,190000,7500,168200,115200,73300,91700,68700,55800,0,2000,1200,69300,225500,7700,2000,6900,61600,0,19400,10100,5900,146900,6800,150200,3900,21300,3800,340200,246200,36400,289900,78200
qsmcgogo,23500,4000,5100,37500,3200,153500,15900,192100,111700,101300,70500,71000,31100,1600,0,0,37200,405100,1900,0,2300,87700,6400,16200,7000,2700,115900,8100,86600,2000,13600,1800,383000,166900,22100,391300,51200
BusIgor,8400,1600,3900,16100,0,47400,3600,50600,35900,26600,15800,9600,7600,0,0,0,8000,70200,1900,0,0,14200,0,10900,1400,4000,44500,1500,22200,2900,6100,3400,124600,84100,7000,120800,16800
hans774882968,4800,9200,14200,35100,0,75900,5700,85600,59300,57900,43700,33900,20800,0,0,0,22600,98000,1900,2200,5400,27900,1400,7200,3800,0,50500,800,64200,0,6300,1600,157400,78300,14100,160100,24900
astroturk,27600,5400,11100,30000,7500,168000,26200,171200,90400,87000,65100,60500,42400,4500,0,0,33500,249800,3400,1000,4900,67800,0,21700,1700,2300,103200,4500,105400,3900,16100,1800,281500,144900,12800,253300,57300
Raiden_29,0,0,7900,14600,0,33300,2700,40100,12300,26200,22500,9500,18000,0,0,0,8100,34400,0,0,1700,13400,0,5200,3500,0,27800,1900,20500,800,2900,2400,65900,46300,4400,85400,6600
ash_98,58600,81200,65400,154800,23200,606200,62000,585300,418300,284200,305600,298100,154200,3800,11900,9700,211700,930300,7300,3000,7000,248000,9800,99800,39700,15000,444300,21000,653200,13600,50800,18800,1114600,593100,118100,1014600,234000
Boboge,33900,34100,52200,118300,14500,321000,36300,282300,185200,129000,150200,124600,110700,0,9300,0,104800,314600,11900,9000,8600,95800,7800,41600,20000,7900,193500,29800,270100,12100,24400,17600,536500,348100,46100,490500,129300
kisszots,6900,2400,11900,23100,0,58200,6000,65900,29200,24900,46000,20800,23700,0,0,0,14100,44300,6600,2200,3000,13400,0,17300,1700,5700,44200,2300,31100,4900,3900,0,94500,65500,7300,71900,21300
HeNeos,800,0,0,800,3800,21300,5400,18600,8200,19200,5700,1600,7600,0,0,0,1600,16000,1900,0,0,4600,0,1400,0,2000,10300,0,5300,0,8200,0,23200,13800,1300,36200,5600
OhNightFatherOfNight,21000,18100,21100,71400,6600,278400,27900,277000,164600,144200,120300,122000,66200,3800,0,2000,77600,494800,3400,1000,3300,131900,2900,36800,8700,11000,214200,6800,200300,5500,28900,12700,549300,306100,45500,506300,127400
Aaron629,2400,0,0,18600,0,70600,2700,73500,51800,45300,17300,10600,22400,0,0,0,7400,119100,0,0,0,42800,1400,2300,1300,2600,66800,0,37000,1600,6300,2600,154000,62400,7800,135500,31300
bokusunny,3400,6400,1600,7200,0,80500,5000,79400,46600,29800,31600,29900,16000,0,0,0,17500,84500,1900,0,2100,29700,1500,12500,0,0,69200,800,61300,3200,1200,1800,143900,60700,4100,122000,27300
G.A.T.C,10900,10000,15900,40700,18900,162200,24200,168100,102100,80600,54200,46800,32800,0,2000,2000,48800,251300,3500,2000,5400,87600,2100,20200,3500,9300,131100,2300,151100,9800,18900,6400,360700,204800,15200,312900,66700
sammyuri,2200,3100,1800,12400,0,18800,5000,34600,13700,10900,8300,9400,7600,0,0,0,5300,38700,1900,0,0,13000,0,1500,0,0,18700,0,11100,800,3100,800,47900,29600,1400,51000,11400
shiro53,15200,11800,13900,63300,2400,251700,16400,219300,144700,104100,123700,95900,60300,0,0,0,48800,309000,3400,0,6800,81100,9300,47500,12200,0,179600,11800,187200,10400,11200,17200,480200,226900,23800,438700,90500
HappyNewYear,4400,0,2600,12800,0,51500,8400,52000,24300,25700,22400,15900,15600,0,0,0,6600,49700,1900,0,1600,13200,0,1500,3300,0,35300,3500,24400,800,4300,2400,92100,49200,5100,85400,16600
SebaMarin,111000,92600,80400,207100,34500,763500,56600,599500,347600,266400,359400,322400,125900,1600,26900,0,242600,1097900,3900,12200,22300,260700,20000,99000,28100,17200,434200,33800,559400,15900,58000,44800,1070000,537000,121700,905200,228000
the_shy_guy,0,0,0,2300,0,11100,1200,14000,1800,7700,1400,2500,3700,0,0,0,2500,19300,1900,0,0,3200,0,0,0,800,4500,0,3700,0,800,0,10300,6800,2500,20600,1800
Example0911,5900,4300,3300,12200,0,93500,2900,113900,54400,57000,46400,37200,24300,0,0,1700,17100,132200,1500,0,0,35600,0,20400,5200,0,73900,2500,75900,2900,10700,3600,225500,102100,7300,206800,42400
xuanso,0,0,1700,1800,0,24000,0,18500,10500,6500,5600,3200,3000,0,0,0,0,13300,1900,0,0,1600,0,0,1700,0,13700,0,7900,2100,2000,0,27200,7800,1700,26400,5000
0lHl0,15000,8600,11700,46300,1600,133400,6600,112400,59300,52000,55400,52700,53100,0,0,0,31600,108500,1900,0,3400,48500,0,9800,1300,0,88200,45000,80800,1100,10700,1600,226400,147100,12300,243300,50200
czcht,3700,1200,7400,11300,0,52000,2800,36400,31000,29000,14100,8900,17200,0,2700,0,6600,34300,1900,0,1600,7000,0,5600,1700,0,30800,3000,34400,1100,2500,2200,72700,38300,0,71200,9400
Mufy,3300,4000,7200,24800,0,65400,5800,66500,44200,33200,24600,16900,14900,0,0,0,10100,83900,3400,0,1600,18700,0,3300,1700,0,46900,4300,67000,0,5100,1600,115000,59600,3700,74600,15800
feuef,1500,0,3500,8300,0,35200,4600,18000,14600,10900,11100,7800,3000,0,0,0,0,21300,0,0,0,6200,0,1500,0,0,28400,0,19000,0,800,0,53500,19700,1700,35800,8400
sun_sky,1700,0,0,6700,0,13000,0,18600,0,10000,2500,0,6200,0,0,0,0,8900,1900,0,0,800,0,0,0,0,6400,0,7300,0,0,1600,23700,12700,0,31200,0
spiros_gal,9200,5500,22700,47800,2400,114300,16600,104900,66400,56400,66100,65300,42400,0,0,0,41600,139900,4300,0,3300,45200,1700,12000,0,6000,69000,5000,51500,9700,20200,4300,220600,172900,15700,212800,35700
cometplaytetris,13800,21200,4800,32100,3100,178400,22800,156300,82400,101700,101800,128200,29800,800,0,0,82500,270700,1900,0,1700,66500,0,34000,4900,1900,110800,5100,128900,14800,7300,1800,282900,152400,33900,277400,52300
rk_no,7900,8200,19500,30800,2100,103100,10600,85400,67800,45500,46400,30100,22000,0,2000,0,15700,89400,3900,4200,4300,22800,2400,13900,1700,0,64000,3500,82200,4300,7600,2000,167900,113700,15900,146200,33500
YJQ101,4500,2400,1900,12800,0,30700,2300,40500,13600,15700,18000,10100,5200,0,0,0,5000,27100,1900,0,1600,8700,0,3700,0,0,19900,0,17600,0,0,2200,41500,29100,3700,36300,5400
XJIE6,5600,1200,11000,14500,0,63200,6200,65800,32800,40100,21100,9800,14900,1600,0,0,7300,93600,1900,0,1600,24100,0,7800,3800,22800,33600,1300,43700,0,7300,0,120400,80600,6900,111400,15400
geschmack_cr7,16600,8700,26800,55900,1600,186200,17800,174600,96300,83400,92500,59300,62600,0,4200,0,46400,208000,5400,3000,3300,66700,1400,28200,7000,5700,104100,8300,136100,4400,15600,14100,312900,202600,29700,316600,62600
aafonin,21500,19700,9800,50700,8600,175300,27900,178300,115100,132000,97900,98000,48000,3300,0,2000,68600,264500,3900,0,8700,81900,6200,33600,4900,2000,128300,5000,152600,2900,15500,6600,311900,186500,35000,342900,70200
Koba.rde,0,0,0,0,0,19400,2100,10700,10500,7700,6600,2100,3000,0,0,0,1900,11600,0,0,2100,6300,0,4100,4200,0,12300,0,11600,0,1200,0,17800,10200,0,23900,4800
kkaike,7400,9400,3500,15700,2100,85900,3500,70100,42500,18300,26400,20900,15700,0,2000,0,21200,115400,5400,3000,0,25800,0,10100,1100,0,49800,8300,52700,5000,11100,5400,133700,86300,8900,114900,34100
Biadocy,16800,36200,17800,49500,13500,287300,31600,158200,134800,75400,142600,147900,75700,0,4700,1700,89100,259600,3800,0,2100,63600,2300,32700,15700,12200,150700,19700,200200,4600,25000,5800,366200,249100,53500,327100,50900
mangat_angad,35200,10400,15300,72100,3800,355100,26500,376700,210500,202200,118400,123400,78800,0,2000,1700,59400,677900,5400,3000,8500,150400,1400,36200,10400,8600,290900,10800,209300,7500,35700,14000,735700,361300,40300,758000,120900
Gankutsuou,27000,29700,11800,102100,5600,608800,26600,456800,288400,205600,461600,434500,112900,10600,0,2000,243500,1022000,4400,0,12300,223500,6400,148200,11200,28300,344500,21600,384900,4200,33000,5900,811000,337200,159800,607000,159900
tushar_garg,24800,10100,5600,46600,7400,141600,20100,156700,86800,89600,72100,69600,42400,0,0,3700,52200,278100,3400,0,0,83300,0,16300,6200,6500,131700,7600,114000,1100,22500,1800,342500,201800,13400,343300,48400
new_kioc1,9900,2800,11100,37600,0,98700,7000,89100,48800,55100,39300,28000,33400,0,2000,0,23300,96300,5400,2000,0,17800,0,11100,1700,0,60200,9300,48300,3200,8000,2000,178400,101800,1700,213200,29000
tommyrheo,3700,1200,1700,1300,0,16100,0,31900,18900,10600,6600,4400,3800,0,0,0,1100,18200,1900,0,0,3300,0,1500,0,0,19900,0,17700,0,4400,0,37300,19800,1700,35700,6900
GB11,3300,2800,0,6200,0,38000,1400,33900,27000,17100,7000,6700,15100,0,0,1700,1800,40300,0,0,0,9000,0,0,0,0,28300,2300,31800,0,1900,0,55800,24900,0,76800,22100
juggernaut,38000,31400,27900,61900,13000,316000,20400,161500,148900,82300,94700,80600,49200,0,0,2000,65700,300500,1900,0,6500,70100,10500,34500,13300,19200,137300,5300,159100,4500,22800,9100,336200,178300,21700,350700,78800
art1st,22100,6600,8200,15400,3300,122700,8400,162600,73200,78400,75300,56800,30200,1600,0,0,39300,294500,4200,0,0,63800,0,14500,1100,7000,118600,1500,82800,6300,25900,2600,301200,178200,27000,302900,42500
Danielzyc,13400,7600,2200,46800,2400,108300,24200,76200,64300,40100,62200,48700,18200,0,0,1700,37500,120100,1900,1000,0,28200,0,24000,3600,0,81800,6400,99000,6100,1200,4500,180400,90000,28000,147200,44700
Moririn2528,50500,44700,79200,118300,9400,333500,41800,240700,217600,123000,209300,192600,139100,3400,7100,0,133500,339800,12400,5000,18900,105400,3500,50200,18200,36200,189900,35200,282700,25500,38200,17300,525900,410600,72400,478800,101300
ParsaPordastan,4700,10300,5200,28400,0,90700,7700,61600,34100,25400,57600,46100,17100,0,0,2000,27200,95100,3900,0,0,31100,2200,10100,0,3100,53100,2600,83000,3600,10600,1600,115800,72200,28000,116200,19700
sarthakmanna,33100,39500,52200,96700,15000,239100,44200,281000,170800,143300,166000,170100,75900,1600,0,0,142000,436500,1900,0,9200,117100,4900,61700,5800,51100,203200,6100,235800,9700,20700,2700,557300,353100,47100,488900,101900
asafiul,19200,13700,37300,89700,3800,216900,20600,238300,132700,106700,67800,76600,51700,2100,2000,2000,45800,278800,3900,3000,5400,86800,2100,21900,14000,14900,148600,6200,162200,2900,23900,9400,428200,292900,17300,419600,84500
Hermit__OvO,31200,51700,30500,97300,6400,405100,26300,238200,196500,111200,200800,136200,145400,1600,19900,3700,101300,274100,13400,6400,6300,89800,9700,44800,21900,1800,193600,33600,301900,21900,25800,28700,535700,256700,62000,470100,128400
flydzt,11200,0,900,14900,1700,155100,7000,131700,39300,41000,31200,22400,18900,0,0,0,14400,298800,1900,0,3100,58500,0,14400,1400,18600,84400,2800,66100,7400,3500,5400,181300,69100,6500,151600,39000
sunsetcolors,12200,5700,11800,35500,1500,126400,9500,108100,81200,44400,59900,69400,27000,0,0,0,46100,157500,5300,1000,0,47500,0,23700,9200,12900,92800,800,100500,3900,10800,6000,215200,141700,21200,196900,47800
pedastrian57,26300,25600,25300,70200,6300,278500,22400,269400,209700,126400,95100,91200,69000,0,3900,1700,56500,386100,3500,3000,4900,109000,1500,18700,15000,9700,208000,6700,195600,7600,18500,9900,608400,303000,27000,476300,130100
after_the_end,0,0,0,3400,1700,34600,4900,20400,21800,10900,20800,18100,6300,0,3800,0,14400,37000,1900,2000,0,4200,0,0,5100,0,25600,4100,36700,0,4400,4500,59300,32800,12300,59200,10100
__invariant__,19800,38700,36600,107100,6800,517300,44000,434700,287800,252600,239700,194700,117500,800,2000,1700,108900,565100,6900,2000,18000,145200,3300,65000,12800,2500,353800,22600,340000,8100,36900,11600,865600,406500,63900,744500,191300
karanagarwalla,15000,23000,13400,57900,9600,258800,28600,220900,140500,96900,153800,141000,93800,0,4200,2000,99900,349700,3400,1800,6500,87400,3400,36800,8300,4200,189000,12900,181400,7200,20400,1800,506600,231800,44900,426200,81100
bnkalya1502,32600,32700,38700,102500,17600,355600,37600,316400,194100,147000,188000,151300,96400,1300,2000,3700,109200,410200,5400,2000,7500,122000,3600,60000,20200,7100,246600,17300,280600,7600,26800,13900,644800,382200,41200,561800,143800
heguangfu,44100,17000,47700,91100,7000,346000,22100,211900,210800,148300,180000,147400,103300,1800,22200,0,117900,282400,11400,8700,7200,56100,7600,60000,10300,900,163900,22600,262200,18200,25900,18000,409100,283200,60200,360500,119800
The_Aragorn,45800,36700,43800,110200,7500,316800,43000,406100,234900,218100,173500,171200,64500,3300,4400,0,124500,722900,5400,2000,6700,166200,12400,49200,17300,32800,233400,10100,302900,3600,27800,7800,566500,306600,53100,657900,121200
QianGuo,4200,5800,0,5600,0,53900,4300,49100,39800,23000,23900,12600,11700,0,0,0,14100,59000,3400,0,0,2000,0,5500,1400,0,39100,0,35600,1800,3400,1800,96600,46100,10000,89700,33000
racsosabe,52800,78600,26100,209200,45600,659800,74700,652100,366200,289200,326400,358400,125900,5500,0,2000,265800,995400,7500,3900,21500,291400,12400,103000,21700,100100,334700,56700,544700,14200,49300,11500,758100,345300,127600,808300,155300
daft_punk,3000,3100,0,6000,0,23200,1900,33100,15800,17700,8300,7900,8100,0,0,0,3200,30800,0,0,0,7300,0,0,0,0,20600,800,15200,0,0,0,42000,14400,1700,50800,10700
imgonnamakeitviolet,0,0,0,0,0,6800,0,2300,6800,4200,1400,0,6200,0,0,0,0,4700,0,0,0,800,0,0,0,0,8500,0,1800,0,0,0,4000,800,0,11300,5800
nChurgulia,32300,38100,19300,120200,9000,400000,38800,454600,279800,194300,169500,171400,116200,4700,2000,1200,88000,832300,5400,3000,4800,220300,10600,41400,14400,7100,361400,13500,286600,8100,38900,12700,840200,463000,50100,783300,167300
Glitched,12700,1200,0,17400,1500,74700,9100,139400,56100,69900,32700,20300,23300,0,0,0,5500,230200,1500,1000,0,61000,1400,7300,6300,2000,93400,3100,56100,1100,12000,0,262300,149800,6000,282400,40000
bhatnagar.mradul,36700,13800,31600,87200,4900,284500,33100,352200,188600,181400,138200,134000,113200,0,6200,0,77400,578300,3500,3000,9800,129400,6800,31900,19700,2000,283800,9400,243000,11400,29900,10800,754400,405300,49300,672700,144600
cfg0d,37500,48400,48300,118000,11700,436000,45000,323100,233900,207500,227900,166700,113600,0,30600,7200,133100,391500,8200,2000,3800,125300,10000,88600,19900,11700,235800,19100,339700,16700,28900,24000,696400,378400,68800,611500,133700
ScaryTerry,32400,41300,19100,84700,11600,311800,21900,249300,189300,103000,146600,116100,74700,0,6200,1700,91600,322400,7700,5200,8300,105200,4700,46900,19900,0,224100,5000,232200,5000,22700,10200,549300,313800,45900,431300,116700
774269903,9800,8700,9100,9400,0,45800,1600,54800,34100,33100,20900,17700,13600,0,2800,0,9400,57400,1900,0,0,14500,0,7500,1700,0,40300,1900,28300,0,4300,4900,92900,42400,5900,101900,13300
b6e0,18600,28000,12000,60300,2500,190000,15700,165800,96200,78400,59700,110300,53700,800,2500,0,102100,225200,1500,0,4900,63400,2100,8400,15700,5000,148100,8800,181900,7300,15600,10100,328200,197900,58200,333400,84100
alay2501,19600,23900,26300,67800,7400,220600,14600,89100,97400,58600,79500,70800,69600,0,4900,0,82600,68000,1900,0,13300,30500,2400,19400,6000,2300,78500,49900,154300,5300,13800,8000,131400,97400,34100,185100,48000
CocoGoat,6500,11700,4900,17700,0,48500,3400,18800,24900,16700,11700,23900,9100,0,0,2000,30400,24400,0,0,2100,3900,1800,2000,4400,0,18100,1500,70100,0,2600,0,46200,29600,4800,53600,18600
a.stepanov281005,1100,3400,8600,12900,0,37400,0,61900,16500,26700,16300,8400,15000,0,2000,0,10900,124600,3500,2000,0,22300,0,10200,2100,1900,35000,4900,37600,0,5700,2000,111000,63700,3300,143100,18700
Atul2608,29500,16500,29400,78200,3800,236700,20300,211000,134100,108800,93200,86800,76600,0,3900,2000,64800,307600,5400,2000,0,104000,1400,24600,13700,39200,180000,21800,171600,6800,25800,10200,481400,306900,23900,475000,81300
